1337613979.23 0.0
1337613979.23 0.0
1337613979.23 0.0
1337613979.23 0.0
1337613979.25 0.0
1337613979.25 0.0
1337613979.25 0.0
1337613979.25 0.0
1337613979.25 0.0
1337613979.25 0.0
1337613979.25 0.0
1337613979.25 0.0
1337613979.25 0.0
1337613979.25 0.0
1337613979.25 0.0
1337613979.25 0.0
1337613979.25 0.0
1337613979.25 0.0
1337613979.25 0.0
1337613979.25 0.0
1337613979.26 0.0
1337613979.26 0.0
1337613979.26 0.0
1337613979.26 0.0
1337613979.27 0.0
1337613979.27 0.0
1337613979.27 0.0
1337613979.27 0.0
1337613979.27 0.0
1337613979.27 0.0
1337613979.27 0.0
1337613979.27 0.0
1337613979.28 0.0
1337613979.28 0.0
1337613979.28 0.0
1337613979.28 0.0
1337613979.28 0.0
1337613979.28 0.0
1337613979.28 0.0
1337613979.28 0.0
1337613979.31 0.0
1337613979.31 0.0
1337613979.31 0.0
1337613979.31 0.0
1337613979.31 0.0
1337613979.31 0.0
1337613979.31 0.0
1337613979.31 0.0
1337613979.31 0.0
1337613979.31 0.0
1337613979.31 0.0
1337613979.31 0.0
1337613979.34 0.0
1337613979.34 0.0
1337613979.34 0.0
1337613979.34 0.0
1337613979.34 0.0
1337613979.35 0.0
1337613979.35 0.0
1337613979.35 0.0
1337613979.35 0.0
1337613979.35 0.0
1337613979.35 0.0
1337613979.35 0.0
1337613979.35 0.0
1337613979.35 0.0
1337613979.35 0.0
1337613979.35 0.0
1337613979.35 0.0
1337613979.35 0.0
1337613979.35 0.0
1337613979.35 0.0
1337613979.36 0.0
1337613979.36 0.0
1337613979.36 0.0
1337613979.36 0.0
1337613979.36 0.0
1337613979.36 0.0
1337613979.36 0.0
1337613979.36 0.0
1337613979.36 0.0
1337613979.36 0.0
1337613979.36 0.0
1337613979.36 0.0
1337613979.36 0.0
1337613979.36 0.0
1337613979.36 0.0
1337613979.36 0.0
1337613979.37 0.0
1337613979.37 0.0
1337613979.37 0.0
1337613979.37 0.0
1337613979.37 0.0
1337613979.37 0.0
1337613979.37 0.0
1337613979.37 0.0
1337613979.37 0.0
1337613979.37 0.0
1337613979.37 0.0
1337613979.37 0.0
1337613979.37 0.0
1337613979.37 0.0
1337613979.37 0.0
1337613979.37 0.0
1337613979.37 0.0
1337613979.37 0.0
1337613979.37 0.0
1337613979.37 0.0
1337613979.37 0.0
1337613979.37 0.0
1337613979.37 0.0
1337613979.37 0.0
1337613979.37 0.0
1337613979.37 0.0
1337613979.37 0.0
1337613979.37 0.0
1337613979.38 0.0
1337613979.38 0.0
1337613979.38 0.0
1337613979.38 0.0
1337613979.39 0.0
1337613979.39 0.0
1337613979.39 0.0
1337613979.39 0.0
1337613979.39 0.0
1337613979.39 0.0
1337613979.39 0.0
1337613979.39 0.0
1337613979.39 0.0
1337613979.39 0.0
1337613979.39 0.0
1337613979.39 0.0
1337613979.4 0.0
1337613979.4 0.0
1337613979.4 0.0
1337613979.4 0.0
1337613979.4 0.0
1337613979.41 0.0
1337613979.41 0.0
1337613979.41 0.0
1337613979.41 0.0
1337613979.41 0.0
1337613979.41 0.0
1337613979.41 0.0
1337613979.42 0.0
1337613979.42 0.0
1337613979.42 0.0
1337613979.42 0.0
1337613979.42 0.0
1337613979.42 0.0
1337613979.42 0.0
1337613979.42 0.0
1337613979.42 0.0
1337613979.43 0.0
1337613979.43 0.0
1337613979.43 0.0
1337613979.43 0.0
1337613979.43 0.0
1337613979.43 0.0
1337613979.43 0.0
1337613979.44 0.0
1337613979.44 0.0
1337613979.44 0.0
1337613979.44 0.0
1337613979.44 0.0
1337613979.44 0.0
